,prime AAB,prime ABA,prime ABB,prime ABCa,prime ABCb
AAB Pattern Outputs,587.0,123.0,127.0,107.0,135.0
ABA Pattern Outputs,100.0,351.0,2.0,45.0,7.0
ABB Pattern Outputs,0.0,0.0,369.0,27.0,20.0
ABC Pattern Outputs,1.0,196.0,184.0,490.0,517.0
Other Outputs,12.0,30.0,18.0,31.0,21.0
