,prime AAB,prime ABA,prime ABB,prime ABCa,prime ABCb
AAB Pattern Outputs,660.0,28.0,19.0,6.0,5.0
ABA Pattern Outputs,0.0,571.0,0.0,1.0,1.0
ABB Pattern Outputs,0.0,0.0,478.0,140.0,171.0
ABC Pattern Outputs,0.0,87.0,259.0,639.0,615.0
Other Outputs,140.0,114.0,44.0,14.0,8.0
