,prime AAB,prime ABA,prime ABB,prime ABCa,prime ABCb
AAB Pattern Outputs,322.0,8.0,7.0,2.0,2.0
ABA Pattern Outputs,0.0,283.0,0.0,1.0,1.0
ABB Pattern Outputs,0.0,0.0,229.0,80.0,95.0
ABC Pattern Outputs,0.0,47.0,140.0,309.0,297.0
Other Outputs,73.0,56.0,21.0,7.0,3.0
