,prime AAB,prime ABA,prime ABB,prime ABCa,prime ABCb
AAB Pattern Outputs,154.0,17.0,19.0,88.0,44.0
ABA Pattern Outputs,204.0,270.0,92.0,53.0,27.0
ABB Pattern Outputs,0.0,0.0,140.0,30.0,36.0
ABC Pattern Outputs,0.0,125.0,196.0,244.0,306.0
Other Outputs,142.0,88.0,53.0,85.0,87.0
