,prime AAB,prime ABA,prime ABB,prime ABCa,prime ABCb
AAB Pattern Outputs,650.0,28.0,19.0,6.0,5.0
ABA Pattern Outputs,0.0,562.0,0.0,1.0,1.0
ABB Pattern Outputs,0.0,0.0,474.0,140.0,171.0
ABC Pattern Outputs,0.0,87.0,259.0,638.0,607.0
Other Outputs,140.0,114.0,44.0,14.0,8.0
