,prime AAB,prime ABA,prime ABB,prime ABCa,prime ABCb
AAB Pattern Outputs,249.0,4.0,2.0,2.0,1.0
ABA Pattern Outputs,0.0,211.0,0.0,1.0,0.0
ABB Pattern Outputs,0.0,0.0,168.0,72.0,76.0
ABC Pattern Outputs,0.0,39.0,114.0,218.0,221.0
Other Outputs,51.0,46.0,16.0,7.0,2.0
