,prime AAB,prime ABA,prime ABB,prime ABCa,prime ABCb
AAB Pattern Outputs,327.0,8.0,7.0,2.0,2.0
ABA Pattern Outputs,0.0,289.0,0.0,1.0,1.0
ABB Pattern Outputs,0.0,0.0,232.0,80.0,95.0
ABC Pattern Outputs,0.0,47.0,140.0,310.0,299.0
Other Outputs,73.0,56.0,21.0,7.0,3.0
